skaterFullName,playerId,height,weight,birthDate,birthCity,birthStateProvinceCode,birthCountryCode,draftYear,draftRound,draftOverall,isInHallOfFameYn,currentTeamAbbrev,currentTeamName,shootsCatches,positionCode,gamesPlayed,goals,assists,points,nationalityCode,lastName,firstSeasonForGameType
Simon Holmstrom,8481601,73,208,2001-05-24,Tranas,,SWE,2019.0,1.0,23.0,N,NYI,New York Islanders,L,R,76,19,22,41,SWE,Holmstrom,20222023
Aydar Suniev,8484234,74,198,2004-11-16,Kazan,,RUS,2023.0,3.0,80.0,N,CGY,Calgary Flames,L,L,2,0,0,0,RUS,Suniev,20242025
Samuel Poulin,8481591,74,217,2001-02-25,Blainville,QC,CAN,2019.0,1.0,21.0,N,EDM,Edmonton Oilers,L,R,2,0,0,0,CAN,Poulin,20222023
Anton Frondell,8485391,73,198,2007-05-07,Trangsund,,SWE,2025.0,1.0,3.0,N,CHI,Chicago Blackhawks,L,C,9,3,5,8,SWE,Frondell,20252026
Aliaksei Protas,8481656,78,250,2001-01-06,Vitebsk,,BLR,2019.0,3.0,91.0,N,WSH,Washington Capitals,L,L,73,24,26,50,BLR,Protas,20212022
Shakir Mukhamadullin,8482166,76,200,2002-01-10,Ufa,,RUS,2020.0,1.0,20.0,N,SJS,San Jose Sharks,L,D,46,5,7,12,RUS,Mukhamadullin,20232024
John Klingberg,8475906,74,185,1992-08-14,Gothenburg,,SWE,2010.0,5.0,131.0,N,SJS,San Jose Sharks,R,D,55,10,14,24,SWE,Klingberg,20142015
Zemgus Girgensons,8476878,75,197,1994-01-05,Riga,,LVA,2012.0,1.0,14.0,N,TBL,Tampa Bay Lightning,L,C,72,9,9,18,LVA,Girgensons,20132014
Connor McMichael,8481580,72,180,2001-01-15,Ajax,ON,CAN,2019.0,1.0,25.0,N,WSH,Washington Capitals,L,L,75,12,30,42,CAN,McMichael,20202021
Marek Alscher,8483687,75,206,2004-04-07,Slany,,CZE,2022.0,3.0,93.0,N,FLA,Florida Panthers,L,D,1,0,0,0,CZE,Alscher,20252026
Jackson LaCombe,8481605,74,208,2001-01-09,Eden Prairie,MN,USA,2019.0,2.0,39.0,N,ANA,Anaheim Ducks,L,D,79,9,46,55,USA,LaCombe,20222023
Jack Studnicka,8480021,73,187,1999-02-18,Windsor,ON,CAN,2017.0,2.0,53.0,N,FLA,Florida Panthers,R,C,19,0,0,0,CAN,Studnicka,20192020
Logan Stanley,8479378,79,231,1998-05-26,Waterloo,ON,CAN,2016.0,1.0,18.0,N,BUF,Buffalo Sabres,L,D,74,9,16,25,CAN,Stanley,20202021
Will Smith,8484227,72,180,2005-03-17,Boston,MA,USA,2023.0,1.0,4.0,N,SJS,San Jose Sharks,R,C,65,23,33,56,USA,Smith,20242025
Viktor Arvidsson,8478042,70,181,1993-04-08,Skelleftea,,SWE,2014.0,4.0,112.0,N,BOS,Boston Bruins,R,L,67,24,29,53,SWE,Arvidsson,20142015
Trevor Moore,8479675,71,195,1995-03-31,Thousand Oaks,CA,USA,,,,N,LAK,Los Angeles Kings,L,L,65,12,16,28,USA,Moore,20182019
Ryan Greene,8483450,73,195,2003-10-21,St. John's,NL,CAN,2022.0,2.0,57.0,N,CHI,Chicago Blackhawks,R,C,78,9,17,26,CAN,Greene,20242025
Kyle Capobianco,8478476,75,194,1997-08-13,Mississauga,ON,CAN,2015.0,3.0,63.0,N,DAL,Dallas Stars,L,D,32,2,3,5,CAN,Capobianco,20172018
Matias Maccelli,8481711,71,187,2000-10-14,Turku,,FIN,2019.0,4.0,98.0,N,TOR,Toronto Maple Leafs,L,L,68,14,25,39,FIN,Maccelli,20212022
Zachary Bolduc,8482737,72,187,2003-02-24,Trois-Rivières,QC,CAN,2021.0,1.0,17.0,N,MTL,Montréal Canadiens,L,R,76,11,17,28,CAN,Bolduc,20232024
Zach Metsa,8484305,69,198,1998-10-19,Delafield,WI,USA,,,,N,BUF,Buffalo Sabres,R,D,42,2,4,6,USA,Metsa,20252026
Mathew Dumba,8476856,72,191,1994-07-25,Regina,SK,CAN,2012.0,1.0,7.0,N,PIT,Pittsburgh Penguins,R,D,11,1,2,3,CAN,Dumba,20132014
Olen Zellweger,8482803,70,193,2003-09-10,Calgary,AB,CAN,2021.0,2.0,34.0,N,ANA,Anaheim Ducks,L,D,76,7,15,22,CAN,Zellweger,20232024
Kurtis MacDermid,8477073,77,233,1994-03-25,Quebec City,QC,CAN,,,,N,OTT,Ottawa Senators,L,L,17,0,1,1,CAN,MacDermid,20172018
A.J. Greer,8478421,75,209,1996-12-14,Joliette,QC,CAN,2015.0,2.0,39.0,N,FLA,Florida Panthers,L,L,75,15,14,29,CAN,Greer,20162017
Matt Grzelcyk,8476891,70,180,1994-01-05,Charlestown,MA,USA,2012.0,3.0,85.0,N,CHI,Chicago Blackhawks,L,D,69,0,12,12,USA,Grzelcyk,20162017
Mikko Rantanen,8478420,76,228,1996-10-29,Nousiainen,,FIN,2015.0,1.0,10.0,N,DAL,Dallas Stars,L,R,61,22,54,76,FIN,Rantanen,20152016
Rasmus Andersson,8478397,73,202,1996-10-27,Malmo,,SWE,2015.0,2.0,53.0,N,VGK,Vegas Golden Knights,R,D,78,16,28,44,SWE,Andersson,20162017
Cole Reinhardt,8481133,73,207,2000-02-01,Calgary,AB,CAN,2020.0,6.0,181.0,N,FLA,Florida Panthers,L,L,56,5,5,10,CAN,Reinhardt,20212022
Wyatt Kaiser,8482176,72,190,2002-07-31,Andover,MN,USA,2020.0,3.0,81.0,N,CHI,Chicago Blackhawks,L,D,74,6,10,16,USA,Kaiser,20222023
Joel Eriksson Ek,8478493,75,207,1997-01-29,Karlstad,,SWE,2015.0,1.0,20.0,N,MIN,Minnesota Wild,L,C,70,19,32,51,SWE,Eriksson Ek,20162017
Kai Uchacz,8485251,74,206,2003-06-24,Calgary,AB,CAN,,,,N,VGK,Vegas Golden Knights,R,C,3,0,0,0,CAN,Uchacz,20252026
Alex Vlasic,8481568,78,217,2001-06-05,Wilmette,IL,USA,2019.0,2.0,43.0,N,CHI,Chicago Blackhawks,L,D,78,2,19,21,USA,Vlasic,20212022
Owen Pickering,8483503,77,206,2004-01-27,St. Adolphe,MB,CAN,2022.0,1.0,21.0,N,PIT,Pittsburgh Penguins,L,D,4,0,0,0,CAN,Pickering,20242025
Henri Jokiharju,8480035,72,205,1999-06-17,Oulu,,FIN,2017.0,1.0,29.0,N,BOS,Boston Bruins,R,D,40,1,12,13,FIN,Jokiharju,20182019
Emmitt Finnie,8484471,73,195,2005-06-27,Lethbridge,AB,CAN,2023.0,7.0,201.0,N,DET,Detroit Red Wings,L,C,79,12,16,28,CAN,Finnie,20252026
Michael Bunting,8478047,72,186,1995-09-17,Scarborough,ON,CAN,2014.0,4.0,117.0,N,DAL,Dallas Stars,L,L,72,14,19,33,CAN,Bunting,20182019
Emil Heineman,8482476,74,204,2001-11-16,Leksand,,SWE,2020.0,2.0,43.0,N,NYI,New York Islanders,L,L,79,22,9,31,SWE,Heineman,20232024
Mathieu Olivier,8479671,73,232,1997-02-11,Biloxi,MS,USA,,,,N,CBJ,Columbus Blue Jackets,R,R,61,15,11,26,USA,Olivier,20192020
Barrett Hayton,8480849,73,200,2000-06-09,Peterborough,ON,CAN,2018.0,1.0,5.0,N,UTA,Utah Mammoth,L,C,67,10,15,25,CAN,Hayton,20192020
Pavel Buchnevich,8477402,73,196,1995-04-17,Cherepovets,,RUS,2013.0,3.0,75.0,N,STL,St. Louis Blues,L,L,77,17,27,44,RUS,Buchnevich,20162017
Brett Howden,8479353,74,201,1998-03-29,Oakbank,MB,CAN,2016.0,1.0,27.0,N,VGK,Vegas Golden Knights,L,C,55,12,10,22,CAN,Howden,20182019
Oliver Ekman-Larsson,8475171,74,190,1991-07-17,Karlskrona,,SWE,2009.0,1.0,6.0,N,TOR,Toronto Maple Leafs,L,D,75,8,31,39,SWE,Ekman-Larsson,20102011
Isak Rosen,8482765,72,185,2003-03-15,Solna,,SWE,2021.0,1.0,14.0,N,WPG,Winnipeg Jets,L,R,33,5,4,9,SWE,Rosen,20232024
Brandon Montour,8477986,72,199,1994-04-11,Brantford,ON,CAN,2014.0,2.0,55.0,N,SEA,Seattle Kraken,R,D,60,11,21,32,CAN,Montour,20162017
Tyler Myers,8474574,80,229,1990-02-01,Houston,TX,USA,2008.0,1.0,12.0,N,DAL,Dallas Stars,R,D,70,1,10,11,CAN,Myers,20092010
Stefan Noesen,8476474,73,205,1993-02-12,Plano,TX,USA,2011.0,1.0,21.0,N,NJD,New Jersey Devils,R,R,38,3,4,7,USA,Noesen,20142015
Jake Neighbours,8482089,72,201,2002-03-29,Calgary,AB,CAN,2020.0,1.0,26.0,N,STL,St. Louis Blues,L,L,65,14,18,32,CAN,Neighbours,20212022
John Marino,8478507,73,200,1997-05-21,North Easton,MA,USA,2015.0,6.0,154.0,N,UTA,Utah Mammoth,R,D,78,4,31,35,USA,Marino,20192020
Tony DeAngelo,8477950,72,190,1995-10-24,Sewell,NJ,USA,2014.0,1.0,19.0,N,NYI,New York Islanders,R,D,73,5,30,35,USA,DeAngelo,20162017
Gabriel Landeskog,8476455,73,215,1992-11-23,Stockholm,,SWE,2011.0,1.0,2.0,N,COL,Colorado Avalanche,L,L,57,13,21,34,SWE,Landeskog,20112012
Tom Willander,8484240,73,180,2005-02-09,Stockholm,,SWE,2023.0,1.0,11.0,N,VAN,Vancouver Canucks,R,D,66,5,15,20,SWE,Willander,20252026
Matt Roy,8478911,74,220,1995-03-01,Detroit,MI,USA,2015.0,7.0,194.0,N,WSH,Washington Capitals,R,D,76,2,17,19,USA,Roy,20182019
Matt Coronato,8482679,70,183,2002-11-14,Greenlawn,NY,USA,2021.0,1.0,13.0,N,CGY,Calgary Flames,R,R,77,17,25,42,USA,Coronato,20222023
Drew O'Connor,8482055,76,209,1998-06-09,Chatham,NJ,USA,,,,N,VAN,Vancouver Canucks,L,L,78,17,12,29,USA,O'Connor,20202021
Neal Pionk,8480145,72,190,1995-07-29,Omaha,NE,USA,,,,N,WPG,Winnipeg Jets,R,D,50,3,9,12,USA,Pionk,20172018
Sebastian Aho,8478427,72,189,1997-07-26,Rauma,,FIN,2015.0,2.0,35.0,N,CAR,Carolina Hurricanes,L,C,78,26,53,79,FIN,Aho,20162017
Joshua Roy,8482749,72,192,2003-08-06,Saint-Georges-De-Beauce,QC,CAN,2021.0,5.0,150.0,N,MTL,Montréal Canadiens,L,R,3,0,0,0,CAN,Roy,20232024
Jason Zucker,8475722,71,198,1992-01-16,Newport Beach,CA,USA,2010.0,2.0,59.0,N,BUF,Buffalo Sabres,L,L,61,24,20,44,USA,Zucker,20112012
Ilya Protas,8484999,78,225,2006-07-18,Vitebsk,,BLR,2024.0,3.0,75.0,N,WSH,Washington Capitals,L,L,1,0,1,1,BLR,Protas,20252026
Kaapo Kakko,8481554,73,215,2001-02-13,Turku,,FIN,2019.0,1.0,2.0,N,SEA,Seattle Kraken,L,R,61,13,25,38,FIN,Kakko,20192020
Thomas Chabot,8478469,73,200,1997-01-30,Sainte-Marie,QC,CAN,2015.0,1.0,18.0,N,OTT,Ottawa Senators,L,D,56,7,24,31,CAN,Chabot,20162017
Alexandre Texier,8480074,73,196,1999-09-13,Saint-Martin-d'Hères,,FRA,2017.0,2.0,45.0,N,MTL,Montréal Canadiens,L,L,48,8,12,20,FRA,Texier,20182019
Dominic James,8483752,72,190,2002-07-03,Plymouth,MI,USA,2022.0,6.0,173.0,N,TBL,Tampa Bay Lightning,L,C,43,7,8,15,USA,James,20252026
Gustav Forsling,8478055,73,199,1996-06-12,Linkoping,,SWE,2014.0,5.0,126.0,N,FLA,Florida Panthers,L,D,78,2,26,28,SWE,Forsling,20162017
Josh Anderson,8476981,75,226,1994-05-07,Burlington,ON,CAN,2012.0,4.0,95.0,N,MTL,Montréal Canadiens,R,R,70,13,9,22,CAN,Anderson,20142015
Nathan Walker,8477573,69,191,1994-02-07,Cardiff,,GBR,2014.0,3.0,89.0,N,STL,St. Louis Blues,L,L,44,4,7,11,AUS,Walker,20172018
Marco Kasper,8483464,73,202,2004-04-08,Innsbruck,,AUT,2022.0,1.0,8.0,N,DET,Detroit Red Wings,L,C,78,8,10,18,AUT,Kasper,20222023
Evgeni Malkin,8471215,77,213,1986-07-31,Magnitogorsk,,RUS,2004.0,1.0,2.0,N,PIT,Pittsburgh Penguins,L,C,55,19,42,61,RUS,Malkin,20062007
Mark Scheifele,8476460,75,207,1993-03-15,Kitchener,ON,CAN,2011.0,1.0,7.0,N,WPG,Winnipeg Jets,R,C,78,34,65,99,CAN,Scheifele,20112012
Alexander Romanov,8481014,73,220,2000-01-06,Moscow,,RUS,2018.0,2.0,38.0,N,NYI,New York Islanders,L,D,15,0,1,1,RUS,Romanov,20202021
Alec Regula,8480831,76,211,2000-08-06,West Bloomfield,MI,USA,2018.0,3.0,67.0,N,EDM,Edmonton Oilers,R,D,29,0,3,3,USA,Regula,20202021
Mitchell Chaffee,8482070,73,197,1998-01-26,Grand Rapids,MI,USA,,,,N,TBL,Tampa Bay Lightning,R,R,10,0,0,0,USA,Chaffee,20212022
Danton Heinen,8478046,74,187,1995-07-05,Langley,BC,CAN,2014.0,4.0,116.0,N,CBJ,Columbus Blue Jackets,L,L,43,6,3,9,CAN,Heinen,20162017
Nils Lundkvist,8480878,73,194,2000-07-27,Pitea,,SWE,2018.0,1.0,28.0,N,DAL,Dallas Stars,R,D,51,3,8,11,SWE,Lundkvist,20212022
Maxim Groshev,8482168,74,196,2001-12-14,Agryz,,RUS,2020.0,3.0,85.0,N,TBL,Tampa Bay Lightning,L,D,2,0,1,1,RUS,Groshev,20252026
Maveric Lamoureux,8483472,78,196,2004-01-13,Laval,QC,CAN,2022.0,1.0,29.0,N,UTA,Utah Mammoth,R,D,5,0,1,1,CAN,Lamoureux,20242025
Mattias Samuelsson,8480807,76,229,2000-03-14,Philadelphia,PA,USA,2018.0,2.0,32.0,N,BUF,Buffalo Sabres,L,D,77,13,28,41,USA,Samuelsson,20202021
Colton White,8478841,73,187,1997-05-03,London,ON,CAN,2015.0,4.0,97.0,N,NJD,New Jersey Devils,L,D,23,0,4,4,CAN,White,20182019
Timothy Liljegren,8480043,73,200,1999-04-30,Kristianstad,,SWE,2017.0,1.0,17.0,N,WSH,Washington Capitals,R,D,46,1,10,11,SWE,Liljegren,20192020
David Spacek,8483766,72,174,2003-02-18,Columbus,OH,USA,2022.0,5.0,153.0,N,MIN,Minnesota Wild,R,D,2,0,0,0,CZE,Spacek,20252026
Colton Parayko,8476892,78,228,1993-05-12,St. Albert,AB,CAN,2012.0,3.0,86.0,N,STL,St. Louis Blues,R,D,73,3,14,17,CAN,Parayko,20152016
Connor Brown,8477015,72,184,1994-01-14,Toronto,ON,CAN,2012.0,6.0,156.0,N,NJD,New Jersey Devils,R,R,72,17,24,41,CAN,Brown,20152016
Connor Dewar,8480980,70,187,1999-06-26,The Pas,MB,CAN,2018.0,3.0,92.0,N,PIT,Pittsburgh Penguins,L,C,78,14,16,30,CAN,Dewar,20212022
Ryan Graves,8477435,77,225,1995-05-21,Yarmouth,NS,CAN,2013.0,4.0,110.0,N,PIT,Pittsburgh Penguins,L,D,20,1,0,1,CAN,Graves,20182019
Jeffrey Viel,8479705,73,214,1997-01-28,Rimouski,QC,CAN,,,,N,ANA,Anaheim Ducks,L,L,42,3,6,9,CAN,Viel,20202021
Nicolas Aube-Kubel,8477979,72,213,1996-05-10,Slave Lake,AB,CAN,2014.0,2.0,48.0,N,MIN,Minnesota Wild,R,R,4,0,1,1,CAN,Aube-Kubel,20182019
Rasmus Dahlin,8480839,75,204,2000-04-13,Lidkoping,,SWE,2018.0,1.0,1.0,N,BUF,Buffalo Sabres,L,D,76,19,53,72,SWE,Dahlin,20182019
Freddy Gaudreau,8477919,72,184,1993-05-01,Bromont,QC,CAN,,,,N,SEA,Seattle Kraken,R,C,64,5,17,22,CAN,Gaudreau,20162017
Conor Garland,8478856,70,165,1996-03-11,Scituate,MA,USA,2015.0,5.0,123.0,N,CBJ,Columbus Blue Jackets,R,R,68,12,21,33,USA,Garland,20182019
Michael Brandsegg-Nygård,8484794,73,204,2005-10-05,Oslo,,NOR,2024.0,1.0,15.0,N,DET,Detroit Red Wings,R,R,12,0,1,1,NOR,Brandsegg-Nygård,20252026
Vincent Trocheck,8476389,71,187,1993-07-11,Pittsburgh,PA,USA,2011.0,3.0,64.0,N,NYR,New York Rangers,R,C,64,16,37,53,USA,Trocheck,20132014
Jacob Bryson,8480196,69,177,1997-11-18,London,ON,CAN,2017.0,4.0,99.0,N,WPG,Winnipeg Jets,L,D,47,2,6,8,CAN,Bryson,20202021
Mattias Ekholm,8475218,77,225,1990-05-24,Borlange,,SWE,2009.0,4.0,102.0,N,EDM,Edmonton Oilers,L,D,79,6,35,41,SWE,Ekholm,20112012
Alex Turcotte,8481532,71,195,2001-02-26,Elk Grove,IL,USA,2019.0,1.0,5.0,N,LAK,Los Angeles Kings,L,C,62,3,11,14,USA,Turcotte,20212022
Blake Coleman,8476399,71,199,1991-11-28,Plano,TX,USA,2011.0,3.0,75.0,N,CGY,Calgary Flames,L,L,65,19,14,33,USA,Coleman,20162017
Erik Gudbranson,8475790,77,222,1992-01-07,Ottawa,ON,CAN,2010.0,1.0,3.0,N,CBJ,Columbus Blue Jackets,R,D,34,1,2,3,CAN,Gudbranson,20112012
Sam Colangelo,8482118,74,213,2001-12-26,Stoneham,MA,USA,2020.0,2.0,36.0,N,ANA,Anaheim Ducks,R,R,9,1,0,1,USA,Colangelo,20232024
Vasily Podkolzin,8481617,73,190,2001-06-24,Moscow,,RUS,2019.0,1.0,10.0,N,EDM,Edmonton Oilers,L,R,79,19,18,37,RUS,Podkolzin,20212022
Connor Bedard,8484144,70,190,2005-07-17,North Vancouver,BC,CAN,2023.0,1.0,1.0,N,CHI,Chicago Blackhawks,R,C,66,30,42,72,CAN,Bedard,20232024
Ty Emberson,8480834,72,193,2000-05-23,Eau Claire,WI,USA,2018.0,3.0,73.0,N,EDM,Edmonton Oilers,R,D,69,2,10,12,USA,Emberson,20232024
Dylan Samberg,8480049,76,216,1999-01-24,Saginaw,MN,USA,2017.0,2.0,43.0,N,WPG,Winnipeg Jets,L,D,62,1,13,14,USA,Samberg,20212022
Parker Ford,8484135,69,181,2000-07-20,Wakefield,RI,USA,,,,N,WPG,Winnipeg Jets,R,C,15,0,1,1,USA,Ford,20242025
Justin Dowling,8475413,71,178,1990-10-01,Calgary,AB,CAN,,,,N,NYR,New York Rangers,L,C,2,0,0,0,CAN,Dowling,20162017
Kaedan Korczak,8481527,75,206,2001-01-29,Yorkton,SK,CAN,2019.0,2.0,41.0,N,VGK,Vegas Golden Knights,R,D,75,3,11,14,CAN,Korczak,20212022
Denton Mateychuk,8483485,71,188,2004-07-12,Winnipeg,MB,CAN,2022.0,1.0,12.0,N,CBJ,Columbus Blue Jackets,L,D,72,13,18,31,CAN,Mateychuk,20242025
Connor Clifton,8477365,72,196,1995-04-28,Matawan,NJ,USA,2013.0,5.0,133.0,N,PIT,Pittsburgh Penguins,R,D,48,2,4,6,USA,Clifton,20182019
Nick Cousins,8476393,71,191,1993-07-20,Belleville,ON,CAN,2011.0,3.0,68.0,N,OTT,Ottawa Senators,L,C,78,9,13,22,CAN,Cousins,20142015
Jaroslav Chmelar,8482877,76,226,2003-07-20,Nove Mesto nad Metuji,,CZE,2021.0,5.0,144.0,N,NYR,New York Rangers,R,R,25,4,2,6,CZE,Chmelar,20252026
Mark Kastelic,8480355,76,234,1999-03-11,Phoenix,AZ,USA,2019.0,5.0,125.0,N,BOS,Boston Bruins,R,C,79,9,9,18,USA,Kastelic,20212022
Jalen Chatfield,8478970,73,209,1996-05-15,Ypsilanti,MI,USA,,,,N,CAR,Carolina Hurricanes,R,D,71,2,15,17,USA,Chatfield,20202021
Justin Hryckowian,8484829,71,198,2001-02-23,L'Ile-Bizard,QC,CAN,,,,N,DAL,Dallas Stars,L,C,78,13,15,28,CAN,Hryckowian,20242025
Zach Bogosian,8474567,75,231,1990-07-15,Massena,NY,USA,2008.0,1.0,3.0,N,MIN,Minnesota Wild,R,D,41,2,4,6,USA,Bogosian,20082009
Wyatt Johnston,8482740,73,187,2003-05-14,Toronto,ON,CAN,2021.0,1.0,23.0,N,DAL,Dallas Stars,R,C,79,44,40,84,CAN,Johnston,20222023
Bradly Nadeau,8484203,71,180,2005-05-05,St-Francois de Madaw,NB,CAN,2023.0,1.0,30.0,N,CAR,Carolina Hurricanes,R,L,9,2,0,2,CAN,Nadeau,20232024
Gavin Brindley,8484149,68,173,2004-10-05,Fort Myers,FL,USA,2023.0,2.0,34.0,N,COL,Colorado Avalanche,R,C,56,6,7,13,USA,Brindley,20232024
Thomas Novak,8478438,73,190,1997-04-28,St. Paul,MN,USA,2015.0,3.0,85.0,N,PIT,Pittsburgh Penguins,L,C,79,16,25,41,USA,Novak,20212022
Mike Reilly,8476422,74,191,1993-07-13,Glenview,IL,USA,2011.0,4.0,98.0,N,CAR,Carolina Hurricanes,L,D,39,1,8,9,USA,Reilly,20152016
Alex Laferriere,8482155,73,205,2001-10-28,Chatham,NJ,USA,2020.0,3.0,83.0,N,LAK,Los Angeles Kings,R,R,78,19,20,39,USA,Laferriere,20232024
Martin Pospisil,8481028,74,173,1999-11-19,Zvolen,,SVK,2018.0,4.0,105.0,N,CGY,Calgary Flames,L,C,21,1,2,3,SVK,Pospisil,20232024
Luke Schenn,8474568,74,225,1989-11-02,Saskatoon,SK,CAN,2008.0,1.0,5.0,N,BUF,Buffalo Sabres,R,D,49,1,6,7,CAN,Schenn,20082009
Owen Tippett,8480015,73,210,1999-02-16,Peterborough,ON,CAN,2017.0,1.0,10.0,N,PHI,Philadelphia Flyers,R,R,79,28,23,51,CAN,Tippett,20172018
Mathew Barzal,8478445,73,186,1997-05-26,Coquitlam,BC,CAN,2015.0,1.0,16.0,N,NYI,New York Islanders,R,C,78,19,52,71,CAN,Barzal,20162017
Dmitri Simashev,8484386,76,198,2005-02-04,Kostroma,,RUS,2023.0,1.0,6.0,N,UTA,Utah Mammoth,L,D,25,0,1,1,RUS,Simashev,20252026
Jack Drury,8480835,71,186,2000-02-03,New York,NY,USA,2018.0,2.0,42.0,N,COL,Colorado Avalanche,L,C,78,10,17,27,USA,Drury,20212022
Max Sasson,8484136,73,181,2000-09-05,Birmingham,MI,USA,,,,N,VAN,Vancouver Canucks,L,C,65,13,6,19,USA,Sasson,20242025
Nicolas Deslauriers,8475235,73,218,1991-02-22,LaSalle,QC,CAN,2009.0,3.0,84.0,N,CAR,Carolina Hurricanes,L,L,28,0,2,2,CAN,Deslauriers,20132014
Fraser Minten,8483489,74,204,2004-07-05,Vancouver,BC,CAN,2022.0,2.0,38.0,N,BOS,Boston Bruins,L,C,79,17,17,34,CAN,Minten,20232024
Jonathan Huberdeau,8476456,73,200,1993-06-04,Saint-Jerome,QC,CAN,2011.0,1.0,3.0,N,CGY,Calgary Flames,L,L,50,10,15,25,CAN,Huberdeau,20122013
Boris Katchouk,8479383,74,212,1998-06-18,Vancouver,BC,CAN,2016.0,2.0,44.0,N,PHI,Philadelphia Flyers,L,L,3,0,0,0,CAN,Katchouk,20212022
Mason McTavish,8482745,73,219,2003-01-30,Zurich,,CHE,2021.0,1.0,3.0,N,ANA,Anaheim Ducks,L,C,72,15,22,37,CAN,McTavish,20212022
Matej Blümel,8481712,72,202,2000-05-31,Tabor,,CZE,2019.0,4.0,100.0,N,BOS,Boston Bruins,L,R,4,0,0,0,CZE,Blümel,20222023
Jonathan Marchessault,8476539,69,185,1990-12-27,Cap-Rouge,QC,CAN,,,,N,NSH,Nashville Predators,R,R,60,12,19,31,CAN,Marchessault,20122013
Filip Hronek,8479425,72,190,1997-11-02,Hradec Kralove,,CZE,2016.0,2.0,53.0,N,VAN,Vancouver Canucks,R,D,78,8,38,46,CZE,Hronek,20182019
Jack Roslovic,8478458,73,198,1997-01-29,Columbus,OH,USA,2015.0,1.0,25.0,N,EDM,Edmonton Oilers,R,C,66,21,15,36,USA,Roslovic,20162017
Connor Mackey,8482067,75,205,1996-09-12,Tower Lakes,IL,USA,,,,N,NYR,New York Rangers,L,D,3,0,0,0,USA,Mackey,20202021
Brady Martin,8485405,72,185,2007-03-16,Kitchener,ON,CAN,2025.0,1.0,5.0,N,NSH,Nashville Predators,R,C,3,0,1,1,CAN,Martin,20252026
Corey Perry,8470621,75,210,1985-05-16,Peterborough,ON,CAN,2003.0,1.0,28.0,N,TBL,Tampa Bay Lightning,R,R,69,16,20,36,CAN,Perry,20052006
Dennis Cholowski,8479395,74,210,1998-02-15,Langley,BC,CAN,2016.0,1.0,20.0,N,NJD,New Jersey Devils,L,D,16,0,1,1,CAN,Cholowski,20182019
Ben Jones,8480259,72,187,1999-02-26,Waterloo,ON,CAN,2017.0,7.0,189.0,N,MIN,Minnesota Wild,L,C,26,1,1,2,CAN,Jones,20212022
Brock Faber,8482122,73,200,2002-08-22,Maple Grove,MN,USA,2020.0,2.0,45.0,N,MIN,Minnesota Wild,R,D,79,15,36,51,USA,Faber,20222023
Andrei Kuzmenko,8483808,71,200,1996-02-04,Yakutsk,,RUS,,,,N,LAK,Los Angeles Kings,R,L,52,13,12,25,RUS,Kuzmenko,20222023
Nick DeSimone,8480084,74,194,1994-11-21,East Amherst,NY,USA,,,,N,UTA,Utah Mammoth,R,D,39,2,6,8,USA,DeSimone,20222023
Macklin Celebrini,8484801,72,190,2006-06-13,North Vancouver,BC,CAN,2024.0,1.0,1.0,N,SJS,San Jose Sharks,L,C,78,42,66,108,CAN,Celebrini,20242025
Joakim Kemell,8483465,71,182,2004-04-27,Jyvaskyla,,FIN,2022.0,1.0,17.0,N,NSH,Nashville Predators,R,R,13,1,2,3,FIN,Kemell,20242025
Noah Cates,8480220,74,194,1999-02-05,Stillwater,MN,USA,2017.0,5.0,137.0,N,PHI,Philadelphia Flyers,L,L,79,17,26,43,USA,Cates,20212022
Alex Killorn,8473986,73,205,1989-09-14,Halifax,NS,CAN,2007.0,3.0,77.0,N,ANA,Anaheim Ducks,L,L,79,14,17,31,CAN,Killorn,20122013
Tyler Toffoli,8475726,72,205,1992-04-24,Scarborough,ON,CAN,2010.0,2.0,47.0,N,SJS,San Jose Sharks,R,C,76,18,30,48,CAN,Toffoli,20122013
Dylan Larkin,8477946,73,204,1996-07-30,Waterford,MI,USA,2014.0,1.0,15.0,N,DET,Detroit Red Wings,L,C,72,34,31,65,USA,Larkin,20152016
Vladislav Gavrikov,8478882,75,210,1995-11-21,Yaroslavl,,RUS,2015.0,6.0,159.0,N,NYR,New York Rangers,L,D,79,14,20,34,RUS,Gavrikov,20192020
Adam Boqvist,8480871,72,195,2000-08-15,Falun,,SWE,2018.0,1.0,8.0,N,NYI,New York Islanders,R,D,28,0,4,4,SWE,Boqvist,20192020
Colton Sissons,8476925,73,200,1993-11-05,North Vancouver,BC,CAN,2012.0,2.0,50.0,N,VGK,Vegas Golden Knights,R,C,63,6,5,11,CAN,Sissons,20132014
Nolan Foote,8481518,75,196,2000-11-29,Denver,CO,USA,2019.0,1.0,27.0,N,FLA,Florida Panthers,L,L,9,1,0,1,USA,Foote,20202021
Sonny Milano,8477947,72,205,1996-05-12,Massapequa,NY,USA,2014.0,1.0,16.0,N,WSH,Washington Capitals,L,L,31,4,4,8,USA,Milano,20152016
Lenni Hameenaho,8484177,73,195,2004-11-07,Kajaani,,FIN,2023.0,2.0,58.0,N,NJD,New Jersey Devils,R,R,31,2,6,8,FIN,Hameenaho,20252026
Kevin Bahl,8480860,78,230,2000-06-27,New Westminster,BC,CAN,2018.0,2.0,55.0,N,CGY,Calgary Flames,L,D,76,4,14,18,CAN,Bahl,20202021
